relu43_relu43_0_split_1	(1, 2048, 12, 4)
conv48	(1, 512, 12, 4)
batch_norm48	(1, 512, 12, 4)
relu44	(1, 512, 12, 4)
conv49	(1, 512, 12, 4)
batch_norm49	(1, 512, 12, 4)
relu45	(1, 512, 12, 4)
conv50	(1, 2048, 12, 4)
batch_norm50	(1, 2048, 12, 4)
add15	(1, 2048, 12, 4)
relu46	(1, 2048, 12, 4)
relu46_relu46_0_split_0	(1, 2048, 12, 4)
relu46_relu46_0_split_1	(1, 2048, 12, 4)
conv51	(1, 512, 12, 4)
batch_norm51	(1, 512, 12, 4)
relu47	(1, 512, 12, 4)
conv52	(1, 512, 12, 4)
batch_norm52	(1, 512, 12, 4)
relu48	(1, 512, 12, 4)
conv53	(1, 2048, 12, 4)
batch_norm53	(1, 2048, 12, 4)
add16	(1, 2048, 12, 4)
relu49	(1, 2048, 12, 4)
max_pool2	(1, 2048, 1, 1)
conv54	(1, 256, 24, 8)
batch_norm54	(1, 256, 24, 8)
relu50	(1, 256, 24, 8)
conv55	(1, 256, 24, 8)
batch_norm55	(1, 256, 24, 8)
relu51	(1, 256, 24, 8)
conv56	(1, 1024, 24, 8)
batch_norm56	(1, 1024, 24, 8)
add17	(1, 1024, 24, 8)
relu52	(1, 1024, 24, 8)
relu52_relu52_0_split_0	(1, 1024, 24, 8)
relu52_relu52_0_split_1	(1, 1024, 24, 8)
conv57	(1, 256, 24, 8)
batch_norm57	(1, 256, 24, 8)
relu53	(1, 256, 24, 8)
conv58	(1, 256, 24, 8)
batch_norm58	(1, 256, 24, 8)
relu54	(1, 256, 24, 8)
conv59	(1, 1024, 24, 8)
batch_norm59	(1, 1024, 24, 8)
add18	(1, 1024, 24, 8)
relu55	(1, 1024, 24, 8)
relu55_relu55_0_split_0	(1, 1024, 24, 8)
relu55_relu55_0_split_1	(1, 1024, 24, 8)
conv60	(1, 256, 24, 8)
batch_norm60	(1, 256, 24, 8)
relu56	(1, 256, 24, 8)
conv61	(1, 256, 24, 8)
batch_norm61	(1, 256, 24, 8)
relu57	(1, 256, 24, 8)
conv62	(1, 1024, 24, 8)
batch_norm62	(1, 1024, 24, 8)
add19	(1, 1024, 24, 8)
relu58	(1, 1024, 24, 8)
relu58_relu58_0_split_0	(1, 1024, 24, 8)
relu58_relu58_0_split_1	(1, 1024, 24, 8)
conv63	(1, 256, 24, 8)
batch_norm63	(1, 256, 24, 8)
relu59	(1, 256, 24, 8)
conv64	(1, 256, 24, 8)
batch_norm64	(1, 256, 24, 8)
relu60	(1, 256, 24, 8)
conv65	(1, 1024, 24, 8)
batch_norm65	(1, 1024, 24, 8)
add20	(1, 1024, 24, 8)
relu61	(1, 1024, 24, 8)
relu61_relu61_0_split_0	(1, 1024, 24, 8)
relu61_relu61_0_split_1	(1, 1024, 24, 8)
conv66	(1, 256, 24, 8)
batch_norm66	(1, 256, 24, 8)
relu62	(1, 256, 24, 8)
conv67	(1, 256, 24, 8)
batch_norm67	(1, 256, 24, 8)
relu63	(1, 256, 24, 8)
conv68	(1, 1024, 24, 8)
batch_norm68	(1, 1024, 24, 8)
add21	(1, 1024, 24, 8)
relu64	(1, 1024, 24, 8)
relu64_relu64_0_split_0	(1, 1024, 24, 8)
relu64_relu64_0_split_1	(1, 1024, 24, 8)
conv69	(1, 512, 24, 8)
batch_norm69	(1, 512, 24, 8)
relu65	(1, 512, 24, 8)
conv70	(1, 512, 24, 8)
batch_norm70	(1, 512, 24, 8)
relu66	(1, 512, 24, 8)
conv71	(1, 2048, 24, 8)
batch_norm71	(1, 2048, 24, 8)
conv72	(1, 2048, 24, 8)
batch_norm72	(1, 2048, 24, 8)
add22	(1, 2048, 24, 8)
relu67	(1, 2048, 24, 8)
relu67_relu67_0_split_0	(1, 2048, 24, 8)
relu67_relu67_0_split_1	(1, 2048, 24, 8)
conv73	(1, 512, 24, 8)
batch_norm73	(1, 512, 24, 8)
relu68	(1, 512, 24, 8)
conv74	(1, 512, 24, 8)
batch_norm74	(1, 512, 24, 8)
relu69	(1, 512, 24, 8)
conv75	(1, 2048, 24, 8)
batch_norm75	(1, 2048, 24, 8)
add23	(1, 2048, 24, 8)
relu70	(1, 2048, 24, 8)
relu70_relu70_0_split_0	(1, 2048, 24, 8)
relu70_relu70_0_split_1	(1, 2048, 24, 8)
conv76	(1, 512, 24, 8)
batch_norm76	(1, 512, 24, 8)
relu71	(1, 512, 24, 8)
conv77	(1, 512, 24, 8)
batch_norm77	(1, 512, 24, 8)
relu72	(1, 512, 24, 8)
conv78	(1, 2048, 24, 8)
batch_norm78	(1, 2048, 24, 8)
add24	(1, 2048, 24, 8)
relu73	(1, 2048, 24, 8)
relu73_relu73_0_split_0	(1, 2048, 24, 8)
relu73_relu73_0_split_1	(1, 2048, 24, 8)
max_pool3	(1, 2048, 1, 1)
conv79	(1, 256, 24, 8)
batch_norm79	(1, 256, 24, 8)
relu74	(1, 256, 24, 8)
conv80	(1, 256, 24, 8)
batch_norm80	(1, 256, 24, 8)
relu75	(1, 256, 24, 8)
conv81	(1, 1024, 24, 8)
batch_norm81	(1, 1024, 24, 8)
add25	(1, 1024, 24, 8)
relu76	(1, 1024, 24, 8)
relu76_relu76_0_split_0	(1, 1024, 24, 8)
relu76_relu76_0_split_1	(1, 1024, 24, 8)
conv82	(1, 256, 24, 8)
batch_norm82	(1, 256, 24, 8)
relu77	(1, 256, 24, 8)
conv83	(1, 256, 24, 8)
batch_norm83	(1, 256, 24, 8)
relu78	(1, 256, 24, 8)
conv84	(1, 1024, 24, 8)
batch_norm84	(1, 1024, 24, 8)
add26	(1, 1024, 24, 8)
relu79	(1, 1024, 24, 8)
relu79_relu79_0_split_0	(1, 1024, 24, 8)
relu79_relu79_0_split_1	(1, 1024, 24, 8)
conv85	(1, 256, 24, 8)
batch_norm85	(1, 256, 24, 8)
relu80	(1, 256, 24, 8)
conv86	(1, 256, 24, 8)
batch_norm86	(1, 256, 24, 8)
relu81	(1, 256, 24, 8)
conv87	(1, 1024, 24, 8)
batch_norm87	(1, 1024, 24, 8)
add27	(1, 1024, 24, 8)
relu82	(1, 1024, 24, 8)
relu82_relu82_0_split_0	(1, 1024, 24, 8)
relu82_relu82_0_split_1	(1, 1024, 24, 8)
conv88	(1, 256, 24, 8)
batch_norm88	(1, 256, 24, 8)
relu83	(1, 256, 24, 8)
conv89	(1, 256, 24, 8)
batch_norm89	(1, 256, 24, 8)
relu84	(1, 256, 24, 8)
conv90	(1, 1024, 24, 8)
batch_norm90	(1, 1024, 24, 8)
add28	(1, 1024, 24, 8)
relu85	(1, 1024, 24, 8)
relu85_relu85_0_split_0	(1, 1024, 24, 8)
relu85_relu85_0_split_1	(1, 1024, 24, 8)
conv91	(1, 256, 24, 8)
batch_norm91	(1, 256, 24, 8)
relu86	(1, 256, 24, 8)
conv92	(1, 256, 24, 8)
batch_norm92	(1, 256, 24, 8)
relu87	(1, 256, 24, 8)
conv93	(1, 1024, 24, 8)
batch_norm93	(1, 1024, 24, 8)
add29	(1, 1024, 24, 8)
relu88	(1, 1024, 24, 8)
relu88_relu88_0_split_0	(1, 1024, 24, 8)
relu88_relu88_0_split_1	(1, 1024, 24, 8)
conv94	(1, 512, 24, 8)
batch_norm94	(1, 512, 24, 8)
relu89	(1, 512, 24, 8)
conv95	(1, 512, 24, 8)
batch_norm95	(1, 512, 24, 8)
relu90	(1, 512, 24, 8)
conv96	(1, 2048, 24, 8)
batch_norm96	(1, 2048, 24, 8)
conv97	(1, 2048, 24, 8)
batch_norm97	(1, 2048, 24, 8)
add30	(1, 2048, 24, 8)
relu91	(1, 2048, 24, 8)
relu91_relu91_0_split_0	(1, 2048, 24, 8)
relu91_relu91_0_split_1	(1, 2048, 24, 8)
conv98	(1, 512, 24, 8)
batch_norm98	(1, 512, 24, 8)
relu92	(1, 512, 24, 8)
conv99	(1, 512, 24, 8)
batch_norm99	(1, 512, 24, 8)
relu93	(1, 512, 24, 8)
conv100	(1, 2048, 24, 8)
batch_norm100	(1, 2048, 24, 8)
add31	(1, 2048, 24, 8)
relu94	(1, 2048, 24, 8)
relu94_relu94_0_split_0	(1, 2048, 24, 8)
relu94_relu94_0_split_1	(1, 2048, 24, 8)
conv101	(1, 512, 24, 8)
batch_norm101	(1, 512, 24, 8)
relu95	(1, 512, 24, 8)
conv102	(1, 512, 24, 8)
batch_norm102	(1, 512, 24, 8)
relu96	(1, 512, 24, 8)
conv103	(1, 2048, 24, 8)
batch_norm103	(1, 2048, 24, 8)
add32	(1, 2048, 24, 8)
relu97	(1, 2048, 24, 8)
relu97_relu97_0_split_0	(1, 2048, 24, 8)
relu97_relu97_0_split_1	(1, 2048, 24, 8)
max_pool4	(1, 2048, 1, 1)
max_pool5	(1, 2048, 2, 1)
split1	(1, 2048, 1, 1)
split2	(1, 2048, 1, 1)
max_pool6	(1, 2048, 3, 1)
split3	(1, 2048, 1, 1)
split4	(1, 2048, 1, 1)
split5	(1, 2048, 1, 1)
conv104	(1, 256, 1, 1)
batch_norm104	(1, 256, 1, 1)
relu98	(1, 256, 1, 1)
conv105	(1, 256, 1, 1)
batch_norm105	(1, 256, 1, 1)
relu99	(1, 256, 1, 1)
conv106	(1, 256, 1, 1)
batch_norm106	(1, 256, 1, 1)
relu100	(1, 256, 1, 1)
conv107	(1, 256, 1, 1)
batch_norm107	(1, 256, 1, 1)
relu101	(1, 256, 1, 1)
conv108	(1, 256, 1, 1)
batch_norm108	(1, 256, 1, 1)
relu102	(1, 256, 1, 1)
conv109	(1, 256, 1, 1)
batch_norm109	(1, 256, 1, 1)
relu103	(1, 256, 1, 1)
conv110	(1, 256, 1, 1)
batch_norm110	(1, 256, 1, 1)
relu104	(1, 256, 1, 1)
conv111	(1, 256, 1, 1)
batch_norm111	(1, 256, 1, 1)
relu105	(1, 256, 1, 1)
cat1	(1, 2048, 1, 1)
